/////////////////////////////////////////////////////////////////////////////////////////////////////
/////キャラクター定義//////////

#CharTable
//■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
//主人公	□ 0～19 □
//■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■
//
//　　　　　　　　　　　　　　　　　　※※　キャラ手帳の並びと合わせて、順を変更しました。　※※
//
//					 フ		  モ		属性
//					 ァ		  ｜							前  |弾氷|noTt|noUV		経	  |
//					 イ		  ショ  タ レ			H O	D		後  |Down|noCL|noAr		験	金|アイテム(NO＋1000％)
//	名				 ル		  ン  イ ベ			P P P		上  |Up  |mMAP|noEF		値金個|①		②		③
//	前				 名		  NO  プル			％＋＋		ノック |STAN|noDW|noMV		％％数|NO％	NO％	NO％			説明
//――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
///	名前（８文字） 	 FILE	 Mot  T LV	属性	HP  OP DP	防御|ダウン|状態|予約		EPGPGcITEM % ITEM %	ITEM %			説明（６４文字）
1069 ラグナ			 Ch_003k  001  0 15	-----	0   0  0 	----|----|----|----		0 21 0	---- 0	---- 0	19	 01		X //パンクロック
1070 アルウェン		 Ch_004e  004  1 15	-----	0   0  0 	----|----|----|----		0 20 0	---- 0	---- 0	113  02		X //うさぎ
1091 ミア			 ch_091  1016  1 15	-----	0   0  0 	----|----|----|----		0 20 0	---- 0	---- 0	0	 0		X //私服ミア



//■■■ダンジョン．バリエ別エントリー■■■
1200 扉（ダミー）	 --------   0 2 01	-----	0	5	0	---*|----|----|---*		10	0	0	---- 0	---- 0	---- 0		？？？
1201 扉（岩２）		 obx1022a 500 2 01	-----	0	5	0	---*|----|----|---*		10	0	0	---- 0	---- 0	---- 0		？？？
1202 扉（岩３）		 obx2022a 500 2 01	-----	0	5	0	---*|----|----|---*		10	0	0	---- 0	---- 0	---- 0		？？？
1203 扉（異２）		 obx1132a 500 2 01	-----	0	5	0	---*|----|----|---*		10	0	0	---- 0	---- 0	---- 0		？？？
1204 扉（異３）		 obx2132a 500 2 01	-----	0	5	0	---*|----|----|---*		10	0	0	---- 0	---- 0	---- 0		？？？
1205 扉（神殿２）	 ob21101a 500 2 01	-----	0	5	0	---*|----|----|---*		10	0	0	---- 0	---- 0	---- 0		？？？
1206 扉（神殿３）	 ob22101a 500 2 01	-----	0	5	0	---*|----|----|---*		10	0	0	---- 0	---- 0	---- 0		？？？
1207 扉（山２）		 ob61001a 500 2 01	-----	0	5	0	---*|----|----|---*		10	0	0	---- 0	---- 0	---- 0		？？？
1208 扉（山３）		 ob62001a 500 2 01	-----	0	5	0	---*|----|----|---*		10	0	0	---- 0	---- 0	---- 0		？？？
1220 扉（城内運搬）	 ob50503a 500 2 01	-----	0	5	0	---*|----|---*|---*		10	0	0	---- 0	---- 0	---- 0		？？？

1300 階段下（ダミー） --------  0 2 01	-----	0	1	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1301 階段上（ダミー） --------  0 2 01	-----	0	2	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1302 階段下（岩２）	  obx1012a  0 2 01	-----	0	1	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1303 階段上（岩２）	  obx1002a  0 2 01	-----	0	2	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1304 階段下（岩３）	  obx2012a  0 2 01	-----	0	1	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1305 階段上（岩３）	  obx2002a  0 2 01	-----	0	2	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1306 階段下（異２）	  obx1102a  0 2 01	-----	0	1	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1307 階段上（異２）	  obx1112a  0 2 01	-----	0	2	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1308 階段下（異３）	  obx2102a  0 2 01	-----	0	1	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1309 階段上（異３）	  obx2112a  0 2 01	-----	0	2	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1310 階段下（神殿２） ob21111a  0 2 01	-----	0	1	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1311 階段上（神殿２） ob21121a  0 2 01	-----	0	2	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1312 階段下（神殿３） ob22111a  0 2 01	-----	0	1	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1313 階段上（神殿３） ob22121a  0 2 01	-----	0	2	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1314 階段下（墓場青） obx0092a  0 2 01	-----	0	1	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1315 階段上（墓場赤） obx0082a  0 2 01	-----	0	2	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1316 階段下（山２）	  ob60011a  0 2 01	-----	0	1	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1317 階段上（山３）	  ob60021a  0 2 01	-----	0	2	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1318 階段下（博物館） obx0063a  0 2 01	-----	0	1	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1319 階段上（博物館） obx0053a  0 2 01	-----	0	2	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1320 階段（モンス用） Ob20151a  0 2 01	-----	0	1	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1321 階段（モンス用） Ob20151a  0 2 01	-----	0	2	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？

1400 アーチ（ダミー） --------  0 2 01	-----	0	3	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1401 アーチ（岩２）	  obx1032a  0 2 01	-----	0	3	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1402 アーチ（岩３）	  obx2032a  0 2 01	-----	0	3	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1403 アーチ（異２）	  obx1122a  0 2 01	-----	0	3	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1404 アーチ（異３）	  obx2122a  0 2 01	-----	0	3	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1405 アーチ（神殿２） ob21131a  0 2 01	-----	0	3	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1406 アーチ（神殿３） ob22131a  0 2 01	-----	0	3	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1407 アーチ（山２）	  ob61031a  0 2 01	-----	0	3	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1408 アーチ（山３）	  ob62031a  0 2 01	-----	0	3	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1409 アーチ（博物館） obx0073a  0 2 01	-----	0	3	0	---*|----|-*--|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1410 アーチ（墓場青） obx0092a  0 2 01	-----	0	1	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？
1411 アーチ（墓場赤） obx0082a  0 2 01	-----	0	0	0	---*|----|----|---*		0	0	0	---- 0	---- 0	---- 0		？？？

#EndCharTable

/////////////////////////////////////////////////////////////////////////////////////////////////////


